"Rowid_","VALUE_","COUNT_","AREA","MIN_","MAX_","RANGE","MEAN","STD","SUM_"
,1683,64,64000000.000000,53.395175,53.395175,0.000000,53.395175,0.000000,3417.291259
,1684,63,63000000.000000,14.584099,14.584099,0.000000,14.584099,0.000000,918.798278
,1685,62,62000000.000000,119.895828,119.895828,0.000000,119.895828,0.000000,7433.541503
,1686,62,62000000.000000,35.320739,35.320739,0.000000,35.320739,0.000000,2189.885742
,1687,58,58000000.000000,34.348876,34.348876,0.000000,34.348876,0.000000,1992.234863
,1688,58,58000000.000000,33.178791,33.178791,0.000000,33.178791,0.000000,1924.369873
,1689,58,58000000.000000,27.542215,27.542215,0.000000,27.542215,0.000000,1597.448486
,1690,57,57000000.000000,18.285728,18.285728,0.000000,18.285728,0.000000,1042.286499
,1691,57,57000000.000000,30.878000,30.878000,0.000000,30.878000,0.000000,1760.046020
,1692,59,59000000.000000,220.319946,220.319946,0.000000,220.319946,0.000000,12998.876953
,1693,59,59000000.000000,63.709972,63.709972,0.000000,63.709972,0.000000,3758.888427
,1694,63,63000000.000000,100.368301,100.368301,0.000000,100.368301,0.000000,6323.203125
,1695,62,62000000.000000,111.301315,111.301315,0.000000,111.301315,0.000000,6900.681640
,1696,62,62000000.000000,71.256271,71.256271,0.000000,71.256271,0.000000,4417.888671
,1697,63,63000000.000000,17.777494,17.777494,0.000000,17.777494,0.000000,1119.982177
,1698,64,64000000.000000,20.398727,20.398727,0.000000,20.398727,0.000000,1305.518554
,1699,63,63000000.000000,16.975242,16.975242,0.000000,16.975242,0.000000,1069.440307
,1700,62,62000000.000000,13.044315,13.044315,0.000000,13.044315,0.000000,808.747558
,1701,63,63000000.000000,7.686542,7.686542,0.000000,7.686542,0.000000,484.252166
,1702,64,64000000.000000,52.046340,52.046340,0.000000,52.046340,0.000000,3330.965820
,1703,64,64000000.000000,55.187198,55.187198,0.000000,55.187198,0.000000,3531.980712
,1704,63,63000000.000000,55.187198,55.187198,0.000000,55.187198,0.000000,3476.793457
,1705,62,62000000.000000,37.216812,37.216812,0.000000,37.216812,0.000000,2307.442382
,1706,63,63000000.000000,21.647235,21.647235,0.000000,21.647235,0.000000,1363.775878
,1707,64,64000000.000000,29.521337,29.521337,0.000000,29.521337,0.000000,1889.365600
,1708,65,65000000.000000,70.613815,70.613815,0.000000,70.613815,0.000000,4589.897949
,1709,64,64000000.000000,26.038999,26.038999,0.000000,26.038999,0.000000,1666.495971
,1710,63,63000000.000000,48.271873,48.271873,0.000000,48.271873,0.000000,3041.127929
,1711,63,63000000.000000,23.189899,23.189899,0.000000,23.189899,0.000000,1460.963623
,1712,64,64000000.000000,25.806612,25.806612,0.000000,25.806612,0.000000,1651.623168
,1713,65,65000000.000000,22.211572,22.211572,0.000000,22.211572,0.000000,1443.752197
,1714,64,64000000.000000,47.118045,47.118045,0.000000,47.118045,0.000000,3015.554931
,1715,62,62000000.000000,64.067817,64.067817,0.000000,64.067817,0.000000,3972.204589
,1716,63,63000000.000000,71.826210,71.826210,0.000000,71.826210,0.000000,4525.051269
,1717,64,64000000.000000,104.157470,104.157470,0.000000,104.157470,0.000000,6666.078125
,1718,65,65000000.000000,107.601661,107.601661,0.000000,107.601661,0.000000,6994.107910
,1719,63,63000000.000000,42.953781,42.953781,0.000000,42.953781,0.000000,2706.088134
,1720,63,63000000.000000,30.646549,30.646549,0.000000,30.646549,0.000000,1930.732543
,1721,63,63000000.000000,17.518030,17.518030,0.000000,17.518030,0.000000,1103.635864
,1722,64,64000000.000000,17.093271,17.093271,0.000000,17.093271,0.000000,1093.969360
,1723,60,60000000.000000,5.338510,5.338510,0.000000,5.338510,0.000000,320.310607
,1724,58,58000000.000000,16.919153,16.919153,0.000000,16.919153,0.000000,981.310913
,1725,58,58000000.000000,55.187198,55.187198,0.000000,55.187198,0.000000,3200.857421
,1726,58,58000000.000000,55.187198,55.187198,0.000000,55.187198,0.000000,3200.857421
,1727,59,59000000.000000,45.593311,45.593311,0.000000,45.593311,0.000000,2690.005371
,1728,58,58000000.000000,32.383201,32.383201,0.000000,32.383201,0.000000,1878.225708
,1729,58,58000000.000000,14.584099,14.584099,0.000000,14.584099,0.000000,845.877807
,1730,57,57000000.000000,108.924545,108.924545,0.000000,108.924545,0.000000,6208.699218
,1731,57,57000000.000000,30.568809,30.568809,0.000000,30.568809,0.000000,1742.422119
,1732,62,62000000.000000,27.010719,27.010719,0.000000,27.010719,0.000000,1674.664550
,1733,64,64000000.000000,18.944738,18.944738,0.000000,18.944738,0.000000,1212.463256
,1734,63,63000000.000000,21.785966,21.785966,0.000000,21.785966,0.000000,1372.515869
,1735,62,62000000.000000,21.199777,21.199777,0.000000,21.199777,0.000000,1314.386230
,1736,62,62000000.000000,36.915927,36.915927,0.000000,36.915927,0.000000,2288.787597
,1737,62,62000000.000000,102.560203,102.560203,0.000000,102.560203,0.000000,6358.732421
,1738,64,64000000.000000,61.621227,61.621227,0.000000,61.621227,0.000000,3943.758544
,1739,58,58000000.000000,126.472877,126.472877,0.000000,126.472877,0.000000,7335.426757
,1740,57,57000000.000000,418.731811,418.731811,0.000000,418.731811,0.000000,23867.712890
,1741,58,58000000.000000,67.300590,67.300590,0.000000,67.300590,0.000000,3903.434326
,1742,59,59000000.000000,37.119636,37.119636,0.000000,37.119636,0.000000,2190.058593
,1743,58,58000000.000000,26.111871,26.111871,0.000000,26.111871,0.000000,1514.488525
,1744,58,58000000.000000,17.398399,17.398399,0.000000,17.398399,0.000000,1009.107177
,1745,58,58000000.000000,10.744667,10.744667,0.000000,10.744667,0.000000,623.190673
,1746,58,58000000.000000,6.385725,6.385725,0.000000,6.385725,0.000000,370.372039
,1747,58,58000000.000000,32.133419,32.133419,0.000000,32.133419,0.000000,1863.738281
,1748,57,57000000.000000,55.187198,55.187198,0.000000,55.187198,0.000000,3145.670410
,1749,59,59000000.000000,55.187198,55.187198,0.000000,55.187198,0.000000,3256.044677
,1750,59,59000000.000000,32.614082,32.614082,0.000000,32.614082,0.000000,1924.230834
,1751,59,59000000.000000,25.746248,25.746248,0.000000,25.746248,0.000000,1519.028686
,1752,60,60000000.000000,18.567363,18.567363,0.000000,18.567363,0.000000,1114.041870
,1753,58,58000000.000000,78.351509,78.351509,0.000000,78.351509,0.000000,4544.387695
,1754,60,60000000.000000,26.038999,26.038999,0.000000,26.038999,0.000000,1562.339965
,1755,59,59000000.000000,19.646179,19.646179,0.000000,19.646179,0.000000,1159.124511
,1756,58,58000000.000000,17.435214,17.435214,0.000000,17.435214,0.000000,1011.242492
,1757,59,59000000.000000,53.744571,53.744571,0.000000,53.744571,0.000000,3170.929687
,1758,58,58000000.000000,33.253047,33.253047,0.000000,33.253047,0.000000,1928.676757
,1759,60,60000000.000000,103.416404,103.416404,0.000000,103.416404,0.000000,6204.984375
,1760,58,58000000.000000,73.251441,73.251441,0.000000,73.251441,0.000000,4248.583496
,1761,58,58000000.000000,63.448318,63.448318,0.000000,63.448318,0.000000,3680.002441
,1762,59,59000000.000000,132.712997,132.712997,0.000000,132.712997,0.000000,7830.066894
,1763,57,57000000.000000,647.088256,647.088256,0.000000,647.088256,0.000000,36884.031250
,1764,59,59000000.000000,52.942256,52.942256,0.000000,52.942256,0.000000,3123.593261
,1765,59,59000000.000000,32.389675,32.389675,0.000000,32.389675,0.000000,1910.990844
,1766,58,58000000.000000,20.776964,20.776964,0.000000,20.776964,0.000000,1205.063964
,1767,59,59000000.000000,17.398399,17.398399,0.000000,17.398399,0.000000,1026.505615
,1768,57,57000000.000000,12.541017,12.541017,0.000000,12.541017,0.000000,714.838012
,1769,60,60000000.000000,7.432940,7.432940,0.000000,7.432940,0.000000,445.976409
,1770,60,60000000.000000,52.799484,52.799484,0.000000,52.799484,0.000000,3167.968994
,1771,58,58000000.000000,52.747375,52.747375,0.000000,52.747375,0.000000,3059.347656
,1772,58,58000000.000000,17.776557,17.776557,0.000000,17.776557,0.000000,1031.040405
,1773,56,56000000.000000,32.383201,32.383201,0.000000,32.383201,0.000000,1813.459228
,1774,58,58000000.000000,14.584099,14.584099,0.000000,14.584099,0.000000,845.877807
,1775,58,58000000.000000,74.333053,74.333053,0.000000,74.333053,0.000000,4311.316894
,1776,58,58000000.000000,33.829490,33.829490,0.000000,33.829490,0.000000,1962.110473
,1777,58,58000000.000000,25.894487,25.894487,0.000000,25.894487,0.000000,1501.880249
,1778,56,56000000.000000,17.657300,17.657300,0.000000,17.657300,0.000000,988.808837
,1779,59,59000000.000000,28.756719,28.756719,0.000000,28.756719,0.000000,1696.646484
,1780,59,59000000.000000,57.336051,57.336051,0.000000,57.336051,0.000000,3382.827148
,1781,58,58000000.000000,52.910053,52.910053,0.000000,52.910053,0.000000,3068.783203
,1782,58,58000000.000000,124.170669,124.170669,0.000000,124.170669,0.000000,7201.898925
,1783,57,57000000.000000,52.050777,52.050777,0.000000,52.050777,0.000000,2966.894287
,1784,59,59000000.000000,89.034530,89.034530,0.000000,89.034530,0.000000,5253.037109
,1785,60,60000000.000000,707.001708,707.001708,0.000000,707.001708,0.000000,42420.101562
,1786,58,58000000.000000,111.875663,111.875663,0.000000,111.875663,0.000000,6488.788574
,1787,58,58000000.000000,53.840339,53.840339,0.000000,53.840339,0.000000,3122.739746
,1788,57,57000000.000000,27.462865,27.462865,0.000000,27.462865,0.000000,1565.383300
,1789,59,59000000.000000,17.398399,17.398399,0.000000,17.398399,0.000000,1026.505615
,1790,59,59000000.000000,17.398399,17.398399,0.000000,17.398399,0.000000,1026.505615
,1791,57,57000000.000000,7.432940,7.432940,0.000000,7.432940,0.000000,423.677581
,1792,58,58000000.000000,7.432940,7.432940,0.000000,7.432940,0.000000,431.110534
,1793,57,57000000.000000,50.729236,50.729236,0.000000,50.729236,0.000000,2891.566406
,1794,58,58000000.000000,52.747375,52.747375,0.000000,52.747375,0.000000,3059.347656
,1795,58,58000000.000000,8.017259,8.017259,0.000000,8.017259,0.000000,465.001068
,1796,59,59000000.000000,32.383201,32.383201,0.000000,32.383201,0.000000,1910.608886
,1797,59,59000000.000000,28.429542,28.429542,0.000000,28.429542,0.000000,1677.343017
,1798,59,59000000.000000,18.634876,18.634876,0.000000,18.634876,0.000000,1099.457641
,1799,56,56000000.000000,100.553245,100.553245,0.000000,100.553245,0.000000,5630.981933
,1800,59,59000000.000000,26.280946,26.280946,0.000000,26.280946,0.000000,1550.575805
,1801,59,59000000.000000,17.657300,17.657300,0.000000,17.657300,0.000000,1041.780761
,1802,58,58000000.000000,24.458171,24.458171,0.000000,24.458171,0.000000,1418.573974
,1803,58,58000000.000000,58.306079,58.306079,0.000000,58.306079,0.000000,3381.752685
,1804,56,56000000.000000,61.389266,61.389266,0.000000,61.389266,0.000000,3437.798828
,1805,59,59000000.000000,70.056259,70.056259,0.000000,70.056259,0.000000,4133.319335
,1806,59,59000000.000000,83.894439,83.894439,0.000000,83.894439,0.000000,4949.771972
,1807,58,58000000.000000,54.894763,54.894763,0.000000,54.894763,0.000000,3183.896240
,1808,58,58000000.000000,96.394905,96.394905,0.000000,96.394905,0.000000,5590.904296
,1809,57,57000000.000000,1312.256835,1312.256835,0.000000,1312.256835,0.000000,74798.640625
,1810,59,59000000.000000,76.107597,76.107597,0.000000,76.107597,0.000000,4490.348144
,1811,58,58000000.000000,43.116168,43.116168,0.000000,43.116168,0.000000,2500.737792
,1812,58,58000000.000000,27.609737,27.609737,0.000000,27.609737,0.000000,1601.364746
,1813,58,58000000.000000,17.398399,17.398399,0.000000,17.398399,0.000000,1009.107177
,1814,57,57000000.000000,9.705763,9.705763,0.000000,9.705763,0.000000,553.228515
,1815,58,58000000.000000,7.432940,7.432940,0.000000,7.432940,0.000000,431.110534
,1816,58,58000000.000000,17.902416,17.902416,0.000000,17.902416,0.000000,1038.340087
,1817,64,64000000.000000,6.020717,6.020717,0.000000,6.020717,0.000000,385.325927
,1818,64,64000000.000000,9.491320,9.491320,0.000000,9.491320,0.000000,607.444519
,1819,64,64000000.000000,8.017259,8.017259,0.000000,8.017259,0.000000,513.104614
,1820,58,58000000.000000,32.239074,32.239074,0.000000,32.239074,0.000000,1869.866333
,1821,59,59000000.000000,21.970893,21.970893,0.000000,21.970893,0.000000,1296.282714
,1822,58,58000000.000000,96.996444,96.996444,0.000000,96.996444,0.000000,5625.793945
,1823,58,58000000.000000,35.260398,35.260398,0.000000,35.260398,0.000000,2045.103149
,1824,59,59000000.000000,18.367614,18.367614,0.000000,18.367614,0.000000,1083.689208
,1825,58,58000000.000000,18.524066,18.524066,0.000000,18.524066,0.000000,1074.395874
,1826,60,60000000.000000,36.849330,36.849330,0.000000,36.849330,0.000000,2210.959960
,1827,59,59000000.000000,66.501930,66.501930,0.000000,66.501930,0.000000,3923.613769
,1828,58,58000000.000000,51.054664,51.054664,0.000000,51.054664,0.000000,2961.170654
,1829,59,59000000.000000,307.156524,307.156524,0.000000,307.156524,0.000000,18122.234375
,1830,58,58000000.000000,64.262672,64.262672,0.000000,64.262672,0.000000,3727.235107
,1831,58,58000000.000000,67.691841,67.691841,0.000000,67.691841,0.000000,3926.126708
,1832,58,58000000.000000,207.885009,207.885009,0.000000,207.885009,0.000000,12057.330078
,1833,58,58000000.000000,334.039489,334.039489,0.000000,334.039489,0.000000,19374.291015
,1834,59,59000000.000000,60.458301,60.458301,0.000000,60.458301,0.000000,3567.039794
,1835,59,59000000.000000,31.433071,31.433071,0.000000,31.433071,0.000000,1854.551147
,1836,58,58000000.000000,38.222675,38.222675,0.000000,38.222675,0.000000,2216.915283
,1837,64,64000000.000000,40.776382,40.776382,0.000000,40.776382,0.000000,2609.688476
,1838,64,64000000.000000,7.432940,7.432940,0.000000,7.432940,0.000000,475.708160
,1839,64,64000000.000000,6.673047,6.673047,0.000000,6.673047,0.000000,427.075042
,1840,63,63000000.000000,12.433226,12.433226,0.000000,12.433226,0.000000,783.293273
,1841,62,62000000.000000,8.719181,8.719181,0.000000,8.719181,0.000000,540.589233
,1842,62,62000000.000000,8.017259,8.017259,0.000000,8.017259,0.000000,497.070098
,1843,64,64000000.000000,8.628180,8.628180,0.000000,8.628180,0.000000,552.203552
,1844,63,63000000.000000,32.383201,32.383201,0.000000,32.383201,0.000000,2040.141723
,1845,62,62000000.000000,30.630424,30.630424,0.000000,30.630424,0.000000,1899.086303
,1846,63,63000000.000000,81.550697,81.550697,0.000000,81.550697,0.000000,5137.693847
,1847,64,64000000.000000,120.185211,120.185211,0.000000,120.185211,0.000000,7691.853515
,1848,63,63000000.000000,30.230941,30.230941,0.000000,30.230941,0.000000,1904.549316
,1849,62,62000000.000000,17.657300,17.657300,0.000000,17.657300,0.000000,1094.752685
,1850,62,62000000.000000,32.324092,32.324092,0.000000,32.324092,0.000000,2004.093750
,1851,62,62000000.000000,55.259895,55.259895,0.000000,55.259895,0.000000,3426.113525
,1852,64,64000000.000000,50.953262,50.953262,0.000000,50.953262,0.000000,3261.008789
,1853,63,63000000.000000,93.236053,93.236053,0.000000,93.236053,0.000000,5873.871582
,1854,62,62000000.000000,296.185821,296.185821,0.000000,296.185821,0.000000,18363.521484
,1855,63,63000000.000000,52.543392,52.543392,0.000000,52.543392,0.000000,3310.233642
,1856,64,64000000.000000,77.187904,77.187904,0.000000,77.187904,0.000000,4940.025878
,1857,64,64000000.000000,118.415344,118.415344,0.000000,118.415344,0.000000,7578.582031
,1858,63,63000000.000000,64.857612,64.857612,0.000000,64.857612,0.000000,4086.029541
,1859,62,62000000.000000,54.284141,54.284141,0.000000,54.284141,0.000000,3365.616699
,1860,63,63000000.000000,119.626853,119.626853,0.000000,119.626853,0.000000,7536.491699
,1861,62,62000000.000000,440.310638,440.310638,0.000000,440.310638,0.000000,27299.259765
,1862,63,63000000.000000,9.713290,9.713290,0.000000,9.713290,0.000000,611.937255
,1863,62,62000000.000000,8.003129,8.003129,0.000000,8.003129,0.000000,496.194061
,1864,63,63000000.000000,4.366439,4.366439,0.000000,4.366439,0.000000,275.085693
,1865,59,59000000.000000,4.428318,4.428318,0.000000,4.428318,0.000000,261.270751
,1866,60,60000000.000000,8.017259,8.017259,0.000000,8.017259,0.000000,481.035583
,1867,58,58000000.000000,8.088219,8.088219,0.000000,8.088219,0.000000,469.116729
,1868,64,64000000.000000,32.428981,32.428981,0.000000,32.428981,0.000000,2075.454833
,1869,64,64000000.000000,29.183118,29.183118,0.000000,29.183118,0.000000,1867.719604
,1870,63,63000000.000000,123.998336,123.998336,0.000000,123.998336,0.000000,7811.895019
,1871,62,62000000.000000,35.260398,35.260398,0.000000,35.260398,0.000000,2186.144775
,1872,64,64000000.000000,20.132736,20.132736,0.000000,20.132736,0.000000,1288.495117
,1873,65,65000000.000000,18.099704,18.099704,0.000000,18.099704,0.000000,1176.480834
,1874,64,64000000.000000,21.277399,21.277399,0.000000,21.277399,0.000000,1361.753540
,1875,62,62000000.000000,61.239917,61.239917,0.000000,61.239917,0.000000,3796.875000
,1876,63,63000000.000000,44.979824,44.979824,0.000000,44.979824,0.000000,2833.729003
,1877,64,64000000.000000,210.310699,210.310699,0.000000,210.310699,0.000000,13459.884765
,1878,64,64000000.000000,71.015075,71.015075,0.000000,71.015075,0.000000,4544.964843
,1879,62,62000000.000000,105.550827,105.550827,0.000000,105.550827,0.000000,6544.151367
,1880,62,62000000.000000,54.010749,54.010749,0.000000,54.010749,0.000000,3348.666503
,1881,63,63000000.000000,84.241889,84.241889,0.000000,84.241889,0.000000,5307.239257
,1882,64,64000000.000000,58.910778,58.910778,0.000000,58.910778,0.000000,3770.289794
,1883,64,64000000.000000,51.994762,51.994762,0.000000,51.994762,0.000000,3327.664794
,1884,63,63000000.000000,514.802429,514.802429,0.000000,514.802429,0.000000,32432.552734
,1885,59,59000000.000000,112.076873,112.076873,0.000000,112.076873,0.000000,6612.535644
,1886,59,59000000.000000,11.127898,11.127898,0.000000,11.127898,0.000000,656.546020
,1887,59,59000000.000000,4.698493,4.698493,0.000000,4.698493,0.000000,277.211090
,1888,58,58000000.000000,4.376345,4.376345,0.000000,4.376345,0.000000,253.828018
,1889,58,58000000.000000,6.884981,6.884981,0.000000,6.884981,0.000000,399.328948
,1890,59,59000000.000000,8.156774,8.156774,0.000000,8.156774,0.000000,481.249694
,1891,57,57000000.000000,10.075099,10.075099,0.000000,10.075099,0.000000,574.280700
,1892,58,58000000.000000,32.408458,32.408458,0.000000,32.408458,0.000000,1879.690551
,1893,58,58000000.000000,27.383213,27.383213,0.000000,27.383213,0.000000,1588.226318
,1894,58,58000000.000000,118.747611,118.747611,0.000000,118.747611,0.000000,6887.361328
,1895,58,58000000.000000,35.260398,35.260398,0.000000,35.260398,0.000000,2045.103149
,1896,57,57000000.000000,17.657300,17.657300,0.000000,17.657300,0.000000,1006.466125
,1897,57,57000000.000000,20.451763,20.451763,0.000000,20.451763,0.000000,1165.750488
,1898,58,58000000.000000,49.857944,49.857944,0.000000,49.857944,0.000000,2891.760742
,1899,59,59000000.000000,42.067218,42.067218,0.000000,42.067218,0.000000,2481.965820
,1900,58,58000000.000000,159.776565,159.776565,0.000000,159.776565,0.000000,9267.041015
,1901,57,57000000.000000,49.290798,49.290798,0.000000,49.290798,0.000000,2809.575439
,1902,58,58000000.000000,43.474754,43.474754,0.000000,43.474754,0.000000,2521.535644
,1903,60,60000000.000000,106.846405,106.846405,0.000000,106.846405,0.000000,6410.784179
,1904,59,59000000.000000,70.617698,70.617698,0.000000,70.617698,0.000000,4166.444335
,1905,58,58000000.000000,54.118938,54.118938,0.000000,54.118938,0.000000,3138.898437
,1906,58,58000000.000000,74.046173,74.046173,0.000000,74.046173,0.000000,4294.678222
,1907,58,58000000.000000,209.929626,209.929626,0.000000,209.929626,0.000000,12175.917968
,1908,58,58000000.000000,149.228088,149.228088,0.000000,149.228088,0.000000,8655.229492
,1909,57,57000000.000000,13.221531,13.221531,0.000000,13.221531,0.000000,753.627319
,1910,59,59000000.000000,10.084420,10.084420,0.000000,10.084420,0.000000,594.980773
,1911,59,59000000.000000,4.461381,4.461381,0.000000,4.461381,0.000000,263.221527
,1912,57,57000000.000000,4.488632,4.488632,0.000000,4.488632,0.000000,255.852035
,1913,58,58000000.000000,7.766213,7.766213,0.000000,7.766213,0.000000,450.440399
,1914,58,58000000.000000,10.004139,10.004139,0.000000,10.004139,0.000000,580.240112
,1915,59,59000000.000000,10.075099,10.075099,0.000000,10.075099,0.000000,594.430908
,1916,57,57000000.000000,30.077520,30.077520,0.000000,30.077520,0.000000,1714.418701
,1917,58,58000000.000000,27.768791,27.768791,0.000000,27.768791,0.000000,1610.589843
,1918,59,59000000.000000,79.349494,79.349494,0.000000,79.349494,0.000000,4681.620117
,1919,59,59000000.000000,35.727787,35.727787,0.000000,35.727787,0.000000,2107.939453
,1920,60,60000000.000000,23.894985,23.894985,0.000000,23.894985,0.000000,1433.699096
,1921,58,58000000.000000,17.719717,17.719717,0.000000,17.719717,0.000000,1027.743530
,1922,60,60000000.000000,21.277399,21.277399,0.000000,21.277399,0.000000,1276.643920
,1923,59,59000000.000000,52.501514,52.501514,0.000000,52.501514,0.000000,3097.589355
,1924,58,58000000.000000,33.465011,33.465011,0.000000,33.465011,0.000000,1940.970703
,1925,59,59000000.000000,51.824855,51.824855,0.000000,51.824855,0.000000,3057.666503
,1926,57,57000000.000000,48.156734,48.156734,0.000000,48.156734,0.000000,2744.933837
,1927,59,59000000.000000,30.827421,30.827421,0.000000,30.827421,0.000000,1818.817871
,1928,58,58000000.000000,49.530067,49.530067,0.000000,49.530067,0.000000,2872.743896
,1929,57,57000000.000000,43.203769,43.203769,0.000000,43.203769,0.000000,2462.614990
,1930,58,58000000.000000,57.831977,57.831977,0.000000,57.831977,0.000000,3354.254638
,1931,57,57000000.000000,127.135780,127.135780,0.000000,127.135780,0.000000,7246.739257
,1932,60,60000000.000000,486.223602,486.223602,0.000000,486.223602,0.000000,29173.416015
,1933,60,60000000.000000,15.255023,15.255023,0.000000,15.255023,0.000000,915.301391
,1934,57,57000000.000000,13.322241,13.322241,0.000000,13.322241,0.000000,759.367797
,1935,59,59000000.000000,4.510069,4.510069,0.000000,4.510069,0.000000,266.094116
,1936,58,58000000.000000,4.510069,4.510069,0.000000,4.510069,0.000000,261.584045
,1937,59,59000000.000000,5.731556,5.731556,0.000000,5.731556,0.000000,338.161865
,1938,59,59000000.000000,7.124033,7.124033,0.000000,7.124033,0.000000,420.317993
,1939,58,58000000.000000,10.075099,10.075099,0.000000,10.075099,0.000000,584.355773
,1940,59,59000000.000000,3.932244,3.932244,0.000000,3.932244,0.000000,232.002410
,1941,60,60000000.000000,27.323246,27.323246,0.000000,27.323246,0.000000,1639.394775
,1942,58,58000000.000000,26.441400,26.441400,0.000000,26.441400,0.000000,1533.601196
,1943,56,56000000.000000,63.519779,63.519779,0.000000,63.519779,0.000000,3557.107666
,1944,58,58000000.000000,36.052814,36.052814,0.000000,36.052814,0.000000,2091.063232
,1945,58,58000000.000000,25.549116,25.549116,0.000000,25.549116,0.000000,1481.848754
,1946,58,58000000.000000,24.676927,24.676927,0.000000,24.676927,0.000000,1431.261840
,1947,58,58000000.000000,27.140075,27.140075,0.000000,27.140075,0.000000,1574.124389
,1948,56,56000000.000000,36.919353,36.919353,0.000000,36.919353,0.000000,2067.483886
,1949,59,59000000.000000,32.754238,32.754238,0.000000,32.754238,0.000000,1932.500000
,1950,60,60000000.000000,43.563129,43.563129,0.000000,43.563129,0.000000,2613.787841
,1951,58,58000000.000000,46.891143,46.891143,0.000000,46.891143,0.000000,2719.686279
,1952,58,58000000.000000,42.263114,42.263114,0.000000,42.263114,0.000000,2451.260742
,1953,58,58000000.000000,58.212631,58.212631,0.000000,58.212631,0.000000,3376.332519
,1954,60,60000000.000000,26.954500,26.954500,0.000000,26.954500,0.000000,1617.270019
,1955,60,60000000.000000,105.441612,105.441612,0.000000,105.441612,0.000000,6326.496582
,1956,57,57000000.000000,226.036239,226.036239,0.000000,226.036239,0.000000,12884.065429
,1957,58,58000000.000000,84.626274,84.626274,0.000000,84.626274,0.000000,4908.323730
,1958,57,57000000.000000,25.684286,25.684286,0.000000,25.684286,0.000000,1464.004272
,1959,58,58000000.000000,10.209553,10.209553,0.000000,10.209553,0.000000,592.154113
,1960,58,58000000.000000,4.510069,4.510069,0.000000,4.510069,0.000000,261.584045
,1961,58,58000000.000000,4.630746,4.630746,0.000000,4.630746,0.000000,268.583282
,1962,59,59000000.000000,6.197179,6.197179,0.000000,6.197179,0.000000,365.633605
,1963,59,59000000.000000,10.075099,10.075099,0.000000,10.075099,0.000000,594.430908
,1964,62,62000000.000000,4.356557,4.356557,0.000000,4.356557,0.000000,270.106597
,1965,57,57000000.000000,14.661456,14.661456,0.000000,14.661456,0.000000,835.703002
,1966,58,58000000.000000,26.441400,26.441400,0.000000,26.441400,0.000000,1533.601196
,1967,59,59000000.000000,26.441400,26.441400,0.000000,26.441400,0.000000,1560.042602
,1968,59,59000000.000000,37.558399,37.558399,0.000000,37.558399,0.000000,2215.945556
,1969,59,59000000.000000,37.221092,37.221092,0.000000,37.221092,0.000000,2196.044433
,1970,56,56000000.000000,26.186342,26.186342,0.000000,26.186342,0.000000,1466.435180
,1971,59,59000000.000000,21.057167,21.057167,0.000000,21.057167,0.000000,1242.372802
,1972,59,59000000.000000,32.073764,32.073764,0.000000,32.073764,0.000000,1892.352172
,1973,58,58000000.000000,32.989498,32.989498,0.000000,32.989498,0.000000,1913.390869
,1974,58,58000000.000000,31.521640,31.521640,0.000000,31.521640,0.000000,1828.255126
,1975,57,57000000.000000,45.699600,45.699600,0.000000,45.699600,0.000000,2604.877197
,1976,59,59000000.000000,77.989097,77.989097,0.000000,77.989097,0.000000,4601.356933
,1977,58,58000000.000000,14.637571,14.637571,0.000000,14.637571,0.000000,848.979125
,1978,57,57000000.000000,26.954500,26.954500,0.000000,26.954500,0.000000,1536.406494
,1979,58,58000000.000000,42.741214,42.741214,0.000000,42.741214,0.000000,2478.990478
,1980,58,58000000.000000,394.440216,394.440216,0.000000,394.440216,0.000000,22877.533203
,1981,58,58000000.000000,127.361351,127.361351,0.000000,127.361351,0.000000,7386.958496
,1982,58,58000000.000000,40.537593,40.537593,0.000000,40.537593,0.000000,2351.180419
,1983,58,58000000.000000,29.150922,29.150922,0.000000,29.150922,0.000000,1690.753540
,1984,59,59000000.000000,9.796169,9.796169,0.000000,9.796169,0.000000,577.973999
,1985,62,62000000.000000,7.013423,7.013423,0.000000,7.013423,0.000000,434.832275
,1986,62,62000000.000000,5.901899,5.901899,0.000000,5.901899,0.000000,365.917755
,1987,64,64000000.000000,6.257772,6.257772,0.000000,6.257772,0.000000,400.497436
,1988,65,65000000.000000,5.953839,5.953839,0.000000,5.953839,0.000000,386.999572
,1989,64,64000000.000000,2.196219,2.196219,0.000000,2.196219,0.000000,140.558074
,1990,58,58000000.000000,17.965497,17.965497,0.000000,17.965497,0.000000,1041.998901
,1991,58,58000000.000000,26.441400,26.441400,0.000000,26.441400,0.000000,1533.601196
,1992,58,58000000.000000,33.059020,33.059020,0.000000,33.059020,0.000000,1917.423217
,1993,59,59000000.000000,37.558399,37.558399,0.000000,37.558399,0.000000,2215.945556
,1994,58,58000000.000000,37.558399,37.558399,0.000000,37.558399,0.000000,2178.387207
,1995,58,58000000.000000,24.769962,24.769962,0.000000,24.769962,0.000000,1436.657836
,1996,59,59000000.000000,21.680009,21.680009,0.000000,21.680009,0.000000,1279.120605
,1997,58,58000000.000000,33.086166,33.086166,0.000000,33.086166,0.000000,1918.997680
,1998,59,59000000.000000,27.922758,27.922758,0.000000,27.922758,0.000000,1647.442749
,1999,58,58000000.000000,36.873043,36.873043,0.000000,36.873043,0.000000,2138.636474
,2000,58,58000000.000000,63.486564,63.486564,0.000000,63.486564,0.000000,3682.220703
