"Rowid_","VALUE_","COUNT_","AREA","MIN_","MAX_","RANGE","MEAN","STD","SUM_"
,976,64,64000000.000000,8.413099,8.413099,0.000000,8.413099,0.000000,538.438354
,977,64,64000000.000000,11.099041,11.099041,0.000000,11.099041,0.000000,710.338684
,978,63,63000000.000000,19.343654,19.343654,0.000000,19.343654,0.000000,1218.650268
,979,63,63000000.000000,54.767982,54.767982,0.000000,54.767982,0.000000,3450.382812
,980,64,64000000.000000,59.954700,59.954700,0.000000,59.954700,0.000000,3837.100830
,981,57,57000000.000000,33.879199,33.879199,0.000000,33.879199,0.000000,1931.114379
,982,59,59000000.000000,36.494262,36.494262,0.000000,36.494262,0.000000,2153.161621
,983,59,59000000.000000,66.368164,66.368164,0.000000,66.368164,0.000000,3915.721679
,984,59,59000000.000000,36.200904,36.200904,0.000000,36.200904,0.000000,2135.853271
,985,60,60000000.000000,18.762500,18.762500,0.000000,18.762500,0.000000,1125.750000
,986,58,58000000.000000,12.244899,12.244899,0.000000,12.244899,0.000000,710.204162
,987,59,59000000.000000,10.020000,10.020000,0.000000,10.020000,0.000000,591.180053
,988,57,57000000.000000,4135.392578,4135.392578,0.000000,4135.392578,0.000000,235717.375000
,989,59,59000000.000000,5.130280,5.130280,0.000000,5.130280,0.000000,302.686523
,990,58,58000000.000000,12.375123,12.375123,0.000000,12.375123,0.000000,717.757141
,991,59,59000000.000000,14.680299,14.680299,0.000000,14.680299,0.000000,866.137695
,992,60,60000000.000000,33.544631,33.544631,0.000000,33.544631,0.000000,2012.677978
,993,58,58000000.000000,57.842006,57.842006,0.000000,57.842006,0.000000,3354.836425
,994,59,59000000.000000,59.954700,59.954700,0.000000,59.954700,0.000000,3537.327392
,995,60,60000000.000000,33.879199,33.879199,0.000000,33.879199,0.000000,2032.751953
,996,58,58000000.000000,34.265842,34.265842,0.000000,34.265842,0.000000,1987.418823
,997,58,58000000.000000,57.652687,57.652687,0.000000,57.652687,0.000000,3343.855957
,998,56,56000000.000000,64.751617,64.751617,0.000000,64.751617,0.000000,3626.090576
,999,58,58000000.000000,20.307691,20.307691,0.000000,20.307691,0.000000,1177.846069
,1000,58,58000000.000000,16.852169,16.852169,0.000000,16.852169,0.000000,977.425781
,1001,60,60000000.000000,16.401918,16.401918,0.000000,16.401918,0.000000,984.115112
,1002,60,60000000.000000,91.667999,91.667999,0.000000,91.667999,0.000000,5500.080078
,1003,58,58000000.000000,4486.161132,4486.161132,0.000000,4486.161132,0.000000,260197.343750
,1004,59,59000000.000000,97.460784,97.460784,0.000000,97.460784,0.000000,5750.186523
,1005,57,57000000.000000,14.680299,14.680299,0.000000,14.680299,0.000000,836.777099
,1006,58,58000000.000000,34.195129,34.195129,0.000000,34.195129,0.000000,1983.317504
,1007,58,58000000.000000,59.954700,59.954700,0.000000,59.954700,0.000000,3477.372558
,1008,59,59000000.000000,59.954700,59.954700,0.000000,59.954700,0.000000,3537.327392
,1009,60,60000000.000000,90.437332,90.437332,0.000000,90.437332,0.000000,5426.239746
,1010,57,57000000.000000,33.879199,33.879199,0.000000,33.879199,0.000000,1931.114379
,1011,59,59000000.000000,43.381404,43.381404,0.000000,43.381404,0.000000,2559.502929
,1012,59,59000000.000000,62.183986,62.183986,0.000000,62.183986,0.000000,3668.855224
,1013,59,59000000.000000,39.690486,39.690486,0.000000,39.690486,0.000000,2341.738769
,1014,59,59000000.000000,18.762500,18.762500,0.000000,18.762500,0.000000,1106.987548
,1015,57,57000000.000000,17.847749,17.847749,0.000000,17.847749,0.000000,1017.321716
,1016,58,58000000.000000,13.637931,13.637931,0.000000,13.637931,0.000000,791.000061
,1017,57,57000000.000000,4651.063964,4651.063964,0.000000,4651.063964,0.000000,265110.656250
,1018,59,59000000.000000,2583.953369,2583.953369,0.000000,2583.953369,0.000000,152453.250000
,1019,59,59000000.000000,13.990747,13.990747,0.000000,13.990747,0.000000,825.454101
,1020,59,59000000.000000,42.305358,42.305358,0.000000,42.305358,0.000000,2496.016113
,1021,59,59000000.000000,59.954700,59.954700,0.000000,59.954700,0.000000,3537.327392
,1022,57,57000000.000000,124.128662,124.128662,0.000000,124.128662,0.000000,7075.333984
,1023,59,59000000.000000,194.284942,194.284942,0.000000,194.284942,0.000000,11462.811523
,1024,57,57000000.000000,314.959869,314.959869,0.000000,314.959869,0.000000,17952.712890
,1025,58,58000000.000000,43.738555,43.738555,0.000000,43.738555,0.000000,2536.836181
,1026,59,59000000.000000,60.189525,60.189525,0.000000,60.189525,0.000000,3551.182128
,1027,58,58000000.000000,61.898700,61.898700,0.000000,61.898700,0.000000,3590.124755
,1028,59,59000000.000000,33.354679,33.354679,0.000000,33.354679,0.000000,1967.926025
,1029,58,58000000.000000,18.762500,18.762500,0.000000,18.762500,0.000000,1088.225097
,1030,58,58000000.000000,38.391750,38.391750,0.000000,38.391750,0.000000,2226.721435
,1031,58,58000000.000000,116.875671,116.875671,0.000000,116.875671,0.000000,6778.789062
,1032,58,58000000.000000,4908.899902,4908.899902,0.000000,4908.899902,0.000000,284716.187500
,1033,59,59000000.000000,2916.048339,2916.048339,0.000000,2916.048339,0.000000,172046.859375
,1034,58,58000000.000000,23.959737,23.959737,0.000000,23.959737,0.000000,1389.664794
,1035,59,59000000.000000,59.954700,59.954700,0.000000,59.954700,0.000000,3537.327392
,1036,58,58000000.000000,212.367858,212.367858,0.000000,212.367858,0.000000,12317.335937
,1037,58,58000000.000000,327.991638,327.991638,0.000000,327.991638,0.000000,19023.515625
,1038,58,58000000.000000,364.781005,364.781005,0.000000,364.781005,0.000000,21157.298828
,1039,58,58000000.000000,364.781005,364.781005,0.000000,364.781005,0.000000,21157.298828
,1040,59,59000000.000000,364.781005,364.781005,0.000000,364.781005,0.000000,21522.080078
,1041,64,64000000.000000,33.643436,33.643436,0.000000,33.643436,0.000000,2153.179931
,1042,63,63000000.000000,45.091800,45.091800,0.000000,45.091800,0.000000,2840.783447
,1043,62,62000000.000000,61.898700,61.898700,0.000000,61.898700,0.000000,3837.719482
,1044,62,62000000.000000,152.689147,152.689147,0.000000,152.689147,0.000000,9466.727539
,1045,63,63000000.000000,36.453357,36.453357,0.000000,36.453357,0.000000,2296.561523
,1046,64,64000000.000000,33.366737,33.366737,0.000000,33.366737,0.000000,2135.471191
,1047,61,61000000.000000,43.311508,43.311508,0.000000,43.311508,0.000000,2642.001953
,1048,59,59000000.000000,3261.611083,3261.611083,0.000000,3261.611083,0.000000,192435.046875
,1049,58,58000000.000000,4908.899902,4908.899902,0.000000,4908.899902,0.000000,284716.187500
,1050,57,57000000.000000,10.040941,10.040941,0.000000,10.040941,0.000000,572.333679
,1051,57,57000000.000000,56.420677,56.420677,0.000000,56.420677,0.000000,3215.978515
,1052,58,58000000.000000,59.954700,59.954700,0.000000,59.954700,0.000000,3477.372558
,1053,61,61000000.000000,364.781005,364.781005,0.000000,364.781005,0.000000,22251.640625
,1054,64,64000000.000000,364.781005,364.781005,0.000000,364.781005,0.000000,23345.984375
,1055,64,64000000.000000,364.781005,364.781005,0.000000,364.781005,0.000000,23345.984375
,1056,63,63000000.000000,364.781005,364.781005,0.000000,364.781005,0.000000,22981.203125
,1057,62,62000000.000000,92.316566,92.316566,0.000000,92.316566,0.000000,5723.626953
,1058,63,63000000.000000,29.430622,29.430622,0.000000,29.430622,0.000000,1854.129150
,1059,63,63000000.000000,36.484542,36.484542,0.000000,36.484542,0.000000,2298.526123
,1060,64,64000000.000000,59.272621,59.272621,0.000000,59.272621,0.000000,3793.447753
,1061,65,65000000.000000,206.253936,206.253936,0.000000,206.253936,0.000000,13406.505859
,1062,64,64000000.000000,81.709648,81.709648,0.000000,81.709648,0.000000,5229.417480
,1063,63,63000000.000000,108.956420,108.956420,0.000000,108.956420,0.000000,6864.254394
,1064,62,62000000.000000,49.918201,49.918201,0.000000,49.918201,0.000000,3094.928466
,1065,62,62000000.000000,48.514129,48.514129,0.000000,48.514129,0.000000,3007.875976
,1066,63,63000000.000000,1514.962158,1514.962158,0.000000,1514.962158,0.000000,95442.617187
,1067,64,64000000.000000,3837.177001,3837.177001,0.000000,3837.177001,0.000000,245579.328125
,1068,65,65000000.000000,20.441587,20.441587,0.000000,20.441587,0.000000,1328.703125
,1069,64,64000000.000000,57.087879,57.087879,0.000000,57.087879,0.000000,3653.624267
,1070,63,63000000.000000,200.271575,200.271575,0.000000,200.271575,0.000000,12617.109375
,1071,62,62000000.000000,364.781005,364.781005,0.000000,364.781005,0.000000,22616.421875
,1072,62,62000000.000000,364.781005,364.781005,0.000000,364.781005,0.000000,22616.421875
,1073,63,63000000.000000,260.086395,260.086395,0.000000,260.086395,0.000000,16385.443359
,1074,64,64000000.000000,176.540557,176.540557,0.000000,176.540557,0.000000,11298.595703
,1075,58,58000000.000000,29.788455,29.788455,0.000000,29.788455,0.000000,1727.730468
,1076,58,58000000.000000,39.490161,39.490161,0.000000,39.490161,0.000000,2290.429443
,1077,57,57000000.000000,118.338340,118.338340,0.000000,118.338340,0.000000,6745.285644
,1078,57,57000000.000000,327.938201,327.938201,0.000000,327.938201,0.000000,18692.476562
,1079,58,58000000.000000,61.315120,61.315120,0.000000,61.315120,0.000000,3556.277099
,1080,59,59000000.000000,143.392959,143.392959,0.000000,143.392959,0.000000,8460.184570
,1081,63,63000000.000000,66.707138,66.707138,0.000000,66.707138,0.000000,4202.549804
,1082,64,64000000.000000,204.153610,204.153610,0.000000,204.153610,0.000000,13065.831054
,1083,63,63000000.000000,4831.765136,4831.765136,0.000000,4831.765136,0.000000,304401.218750
,1084,62,62000000.000000,12.302821,12.302821,0.000000,12.302821,0.000000,762.774902
,1085,62,62000000.000000,17.925390,17.925390,0.000000,17.925390,0.000000,1111.374145
,1086,63,63000000.000000,57.042373,57.042373,0.000000,57.042373,0.000000,3593.669433
,1087,62,62000000.000000,330.365142,330.365142,0.000000,330.365142,0.000000,20482.638671
,1088,60,60000000.000000,310.096618,310.096618,0.000000,310.096618,0.000000,18605.796875
,1089,59,59000000.000000,95.566780,95.566780,0.000000,95.566780,0.000000,5638.439941
,1090,59,59000000.000000,89.245559,89.245559,0.000000,89.245559,0.000000,5265.487792
,1091,58,58000000.000000,27.512878,27.512878,0.000000,27.512878,0.000000,1595.746948
,1092,59,59000000.000000,28.159599,28.159599,0.000000,28.159599,0.000000,1661.416381
,1093,59,59000000.000000,32.029281,32.029281,0.000000,32.029281,0.000000,1889.727661
,1094,60,60000000.000000,55.175941,55.175941,0.000000,55.175941,0.000000,3310.556396
,1095,58,58000000.000000,293.529235,293.529235,0.000000,293.529235,0.000000,17024.695312
,1096,59,59000000.000000,105.479461,105.479461,0.000000,105.479461,0.000000,6223.288085
,1097,58,58000000.000000,145.723815,145.723815,0.000000,145.723815,0.000000,8451.981445
,1098,58,58000000.000000,63.327083,63.327083,0.000000,63.327083,0.000000,3672.970947
,1099,58,58000000.000000,62.180778,62.180778,0.000000,62.180778,0.000000,3606.485107
,1100,58,58000000.000000,220.635971,220.635971,0.000000,220.635971,0.000000,12796.886718
,1101,59,59000000.000000,3588.811767,3588.811767,0.000000,3588.811767,0.000000,211739.890625
,1102,58,58000000.000000,9.594849,9.594849,0.000000,9.594849,0.000000,556.501281
,1103,59,59000000.000000,23.113693,23.113693,0.000000,23.113693,0.000000,1363.707885
,1104,58,58000000.000000,135.819900,135.819900,0.000000,135.819900,0.000000,7877.554199
,1105,58,58000000.000000,308.210968,308.210968,0.000000,308.210968,0.000000,17876.236328
,1106,58,58000000.000000,35.708202,35.708202,0.000000,35.708202,0.000000,2071.075683
,1107,57,57000000.000000,31.069000,31.069000,0.000000,31.069000,0.000000,1770.932983
,1108,58,58000000.000000,32.228801,32.228801,0.000000,32.228801,0.000000,1869.270507
,1109,57,57000000.000000,29.461538,29.461538,0.000000,29.461538,0.000000,1679.307739
,1110,56,56000000.000000,28.229892,28.229892,0.000000,28.229892,0.000000,1580.874023
,1111,58,58000000.000000,37.921703,37.921703,0.000000,37.921703,0.000000,2199.458740
,1112,58,58000000.000000,108.172088,108.172088,0.000000,108.172088,0.000000,6273.980957
,1113,60,60000000.000000,298.196624,298.196624,0.000000,298.196624,0.000000,17891.796875
,1114,60,60000000.000000,108.481933,108.481933,0.000000,108.481933,0.000000,6508.916015
,1115,57,57000000.000000,150.425384,150.425384,0.000000,150.425384,0.000000,8574.247070
,1116,58,58000000.000000,82.385902,82.385902,0.000000,82.385902,0.000000,4778.382324
,1117,57,57000000.000000,312.165252,312.165252,0.000000,312.165252,0.000000,17793.419921
,1118,59,59000000.000000,3342.222167,3342.222167,0.000000,3342.222167,0.000000,197191.109375
,1119,59,59000000.000000,31.221904,31.221904,0.000000,31.221904,0.000000,1842.092407
,1120,59,59000000.000000,9.594849,9.594849,0.000000,9.594849,0.000000,566.096130
,1121,59,59000000.000000,23.259399,23.259399,0.000000,23.259399,0.000000,1372.304565
,1122,57,57000000.000000,364.781005,364.781005,0.000000,364.781005,0.000000,20792.517578
,1123,59,59000000.000000,36.674701,36.674701,0.000000,36.674701,0.000000,2163.807373
,1124,58,58000000.000000,31.069000,31.069000,0.000000,31.069000,0.000000,1802.001953
,1125,60,60000000.000000,31.069000,31.069000,0.000000,31.069000,0.000000,1864.140014
,1126,60,60000000.000000,22.102096,22.102096,0.000000,22.102096,0.000000,1326.125732
,1127,59,59000000.000000,46.631164,46.631164,0.000000,46.631164,0.000000,2751.238769
,1128,59,59000000.000000,112.972389,112.972389,0.000000,112.972389,0.000000,6665.371093
,1129,57,57000000.000000,89.133010,89.133010,0.000000,89.133010,0.000000,5080.581542
,1130,58,58000000.000000,195.329605,195.329605,0.000000,195.329605,0.000000,11329.117187
,1131,57,57000000.000000,81.950279,81.950279,0.000000,81.950279,0.000000,4671.166015
,1132,60,60000000.000000,213.431610,213.431610,0.000000,213.431610,0.000000,12805.896484
,1133,60,60000000.000000,306.735504,306.735504,0.000000,306.735504,0.000000,18404.130859
,1134,58,58000000.000000,43.953098,43.953098,0.000000,43.953098,0.000000,2549.279785
,1135,58,58000000.000000,2308.253173,2308.253173,0.000000,2308.253173,0.000000,133878.687500
,1136,56,56000000.000000,18.567729,18.567729,0.000000,18.567729,0.000000,1039.792846
,1137,58,58000000.000000,39.900611,39.900611,0.000000,39.900611,0.000000,2314.235595
,1138,59,59000000.000000,146.161300,146.161300,0.000000,146.161300,0.000000,8623.516601
,1139,59,59000000.000000,173.258514,173.258514,0.000000,173.258514,0.000000,10222.251953
,1140,59,59000000.000000,25.703229,25.703229,0.000000,25.703229,0.000000,1516.490600
,1141,57,57000000.000000,31.069000,31.069000,0.000000,31.069000,0.000000,1770.932983
,1142,58,58000000.000000,24.111919,24.111919,0.000000,24.111919,0.000000,1398.491333
,1143,57,57000000.000000,9.182688,9.182688,0.000000,9.182688,0.000000,523.413269
,1144,58,58000000.000000,132.651092,132.651092,0.000000,132.651092,0.000000,7693.763183
,1145,59,59000000.000000,188.689651,188.689651,0.000000,188.689651,0.000000,11132.689453
,1146,58,58000000.000000,107.869888,107.869888,0.000000,107.869888,0.000000,6256.453613
,1147,58,58000000.000000,665.091247,665.091247,0.000000,665.091247,0.000000,38575.292968
,1148,58,58000000.000000,73.005088,73.005088,0.000000,73.005088,0.000000,4234.294921
,1149,58,58000000.000000,83.563598,83.563598,0.000000,83.563598,0.000000,4846.688476
,1150,59,59000000.000000,291.198242,291.198242,0.000000,291.198242,0.000000,17180.695312
,1151,58,58000000.000000,348.488555,348.488555,0.000000,348.488555,0.000000,20212.335937
,1152,60,60000000.000000,3206.168457,3206.168457,0.000000,3206.168457,0.000000,192370.109375
,1153,59,59000000.000000,44.119926,44.119926,0.000000,44.119926,0.000000,2603.075683
,1154,59,59000000.000000,65.426101,65.426101,0.000000,65.426101,0.000000,3860.139892
,1155,59,59000000.000000,36.517173,36.517173,0.000000,36.517173,0.000000,2154.513183
,1156,58,58000000.000000,50.912200,50.912200,0.000000,50.912200,0.000000,2952.907714
,1157,59,59000000.000000,27.894140,27.894140,0.000000,27.894140,0.000000,1645.754272
,1158,58,58000000.000000,18.629737,18.629737,0.000000,18.629737,0.000000,1080.524780
,1159,58,58000000.000000,16.768333,16.768333,0.000000,16.768333,0.000000,972.563354
,1160,58,58000000.000000,8.651740,8.651740,0.000000,8.651740,0.000000,501.800933
,1161,63,63000000.000000,356.366333,356.366333,0.000000,356.366333,0.000000,22451.078125
,1162,63,63000000.000000,384.660003,384.660003,0.000000,384.660003,0.000000,24233.580078
,1163,64,64000000.000000,27.136850,27.136850,0.000000,27.136850,0.000000,1736.758422
,1164,64,64000000.000000,670.294006,670.294006,0.000000,670.294006,0.000000,42898.816406
,1165,64,64000000.000000,105.182189,105.182189,0.000000,105.182189,0.000000,6731.660156
,1166,63,63000000.000000,74.396095,74.396095,0.000000,74.396095,0.000000,4686.954101
,1167,63,63000000.000000,530.300354,530.300354,0.000000,530.300354,0.000000,33408.921875
,1168,63,63000000.000000,62.387458,62.387458,0.000000,62.387458,0.000000,3930.409912
,1169,63,63000000.000000,4832.006347,4832.006347,0.000000,4832.006347,0.000000,304416.406250
,1170,64,64000000.000000,60.114772,60.114772,0.000000,60.114772,0.000000,3847.345458
,1171,63,63000000.000000,72.964126,72.964126,0.000000,72.964126,0.000000,4596.739746
,1172,62,62000000.000000,7.832170,7.832170,0.000000,7.832170,0.000000,485.594543
,1173,62,62000000.000000,18.066616,18.066616,0.000000,18.066616,0.000000,1120.130249
,1174,63,63000000.000000,8.479869,8.479869,0.000000,8.479869,0.000000,534.231811
,1175,64,64000000.000000,10.734560,10.734560,0.000000,10.734560,0.000000,687.011840
,1176,64,64000000.000000,8.651740,8.651740,0.000000,8.651740,0.000000,553.711364
,1177,64,64000000.000000,6.143283,6.143283,0.000000,6.143283,0.000000,393.170135
,1178,64,64000000.000000,384.660003,384.660003,0.000000,384.660003,0.000000,24618.240234
,1179,64,64000000.000000,384.660003,384.660003,0.000000,384.660003,0.000000,24618.240234
,1180,63,63000000.000000,127.663131,127.663131,0.000000,127.663131,0.000000,8042.777343
,1181,63,63000000.000000,31.795156,31.795156,0.000000,31.795156,0.000000,2003.094848
,1182,62,62000000.000000,177.642532,177.642532,0.000000,177.642532,0.000000,11013.836914
,1183,63,63000000.000000,88.594123,88.594123,0.000000,88.594123,0.000000,5581.429687
,1184,63,63000000.000000,73.549652,73.549652,0.000000,73.549652,0.000000,4633.627929
,1185,64,64000000.000000,421.183013,421.183013,0.000000,421.183013,0.000000,26955.712890
,1186,63,63000000.000000,3637.024414,3637.024414,0.000000,3637.024414,0.000000,229132.531250
,1187,63,63000000.000000,443.977264,443.977264,0.000000,443.977264,0.000000,27970.568359
,1188,63,63000000.000000,139.629135,139.629135,0.000000,139.629135,0.000000,8796.635742
,1189,64,64000000.000000,37.325347,37.325347,0.000000,37.325347,0.000000,2388.822265
,1190,65,65000000.000000,9.789657,9.789657,0.000000,9.789657,0.000000,636.327758
,1191,64,64000000.000000,16.852809,16.852809,0.000000,16.852809,0.000000,1078.579833
,1192,63,63000000.000000,8.482598,8.482598,0.000000,8.482598,0.000000,534.403686
,1193,62,62000000.000000,8.607386,8.607386,0.000000,8.607386,0.000000,533.657958
,1194,62,62000000.000000,8.651740,8.651740,0.000000,8.651740,0.000000,536.407897
,1195,59,59000000.000000,384.660003,384.660003,0.000000,384.660003,0.000000,22694.939453
,1196,58,58000000.000000,175.169448,175.169448,0.000000,175.169448,0.000000,10159.828125
,1197,58,58000000.000000,18.970121,18.970121,0.000000,18.970121,0.000000,1100.267089
,1198,60,60000000.000000,267.674346,267.674346,0.000000,267.674346,0.000000,16060.460937
,1199,59,59000000.000000,88.912536,88.912536,0.000000,88.912536,0.000000,5245.839843
,1200,59,59000000.000000,65.516532,65.516532,0.000000,65.516532,0.000000,3865.475341
,1201,58,58000000.000000,148.778732,148.778732,0.000000,148.778732,0.000000,8629.166015
,1202,58,58000000.000000,330.316192,330.316192,0.000000,330.316192,0.000000,19158.339843
,1203,59,59000000.000000,4416.260742,4416.260742,0.000000,4416.260742,0.000000,260559.390625
,1204,58,58000000.000000,76.388809,76.388809,0.000000,76.388809,0.000000,4430.550781
,1205,58,58000000.000000,56.324787,56.324787,0.000000,56.324787,0.000000,3266.837646
,1206,57,57000000.000000,10.220605,10.220605,0.000000,10.220605,0.000000,582.574523
,1207,57,57000000.000000,25.535831,25.535831,0.000000,25.535831,0.000000,1455.542358
,1208,58,58000000.000000,8.479869,8.479869,0.000000,8.479869,0.000000,491.832458
,1209,59,59000000.000000,8.479869,8.479869,0.000000,8.479869,0.000000,500.312316
,1210,60,60000000.000000,8.620230,8.620230,0.000000,8.620230,0.000000,517.213867
,1211,59,59000000.000000,6.837715,6.837715,0.000000,6.837715,0.000000,403.425201
,1212,59,59000000.000000,384.660003,384.660003,0.000000,384.660003,0.000000,22694.939453
,1213,59,59000000.000000,17.074216,17.074216,0.000000,17.074216,0.000000,1007.378784
,1214,59,59000000.000000,28.345182,28.345182,0.000000,28.345182,0.000000,1672.365722
,1215,58,58000000.000000,53.007957,53.007957,0.000000,53.007957,0.000000,3074.461425
,1216,57,57000000.000000,71.451110,71.451110,0.000000,71.451110,0.000000,4072.713378
,1217,58,58000000.000000,64.187500,64.187500,0.000000,64.187500,0.000000,3722.875000
,1218,57,57000000.000000,143.070938,143.070938,0.000000,143.070938,0.000000,8155.043457
,1219,59,59000000.000000,2730.367187,2730.367187,0.000000,2730.367187,0.000000,161091.656250
,1220,59,59000000.000000,1378.319702,1378.319702,0.000000,1378.319702,0.000000,81320.859375
,1221,59,59000000.000000,93.222167,93.222167,0.000000,93.222167,0.000000,5500.107910
,1222,60,60000000.000000,24.961627,24.961627,0.000000,24.961627,0.000000,1497.697631
,1223,58,58000000.000000,13.364199,13.364199,0.000000,13.364199,0.000000,775.123596
,1224,59,59000000.000000,8.479869,8.479869,0.000000,8.479869,0.000000,500.312316
,1225,58,58000000.000000,8.479869,8.479869,0.000000,8.479869,0.000000,491.832458
,1226,58,58000000.000000,8.479869,8.479869,0.000000,8.479869,0.000000,491.832458
,1227,59,59000000.000000,8.651740,8.651740,0.000000,8.651740,0.000000,510.452667
,1228,57,57000000.000000,5.491174,5.491174,0.000000,5.491174,0.000000,312.996917
,1229,59,59000000.000000,384.660003,384.660003,0.000000,384.660003,0.000000,22694.939453
,1230,59,59000000.000000,177.662353,177.662353,0.000000,177.662353,0.000000,10482.079101
,1231,57,57000000.000000,16.214742,16.214742,0.000000,16.214742,0.000000,924.240356
,1232,59,59000000.000000,24.571872,24.571872,0.000000,24.571872,0.000000,1449.740478
,1233,58,58000000.000000,69.302299,69.302299,0.000000,69.302299,0.000000,4019.533447
,1234,60,60000000.000000,80.056343,80.056343,0.000000,80.056343,0.000000,4803.380371
,1235,60,60000000.000000,121.299911,121.299911,0.000000,121.299911,0.000000,7277.994628
,1236,58,58000000.000000,337.334594,337.334594,0.000000,337.334594,0.000000,19565.406250
,1237,58,58000000.000000,4683.912109,4683.912109,0.000000,4683.912109,0.000000,271666.906250
,1238,56,56000000.000000,56.530563,56.530563,0.000000,56.530563,0.000000,3165.711425
,1239,58,58000000.000000,28.805303,28.805303,0.000000,28.805303,0.000000,1670.707641
,1240,58,58000000.000000,23.661043,23.661043,0.000000,23.661043,0.000000,1372.340454
,1241,59,59000000.000000,12.867487,12.867487,0.000000,12.867487,0.000000,759.181762
,1242,59,59000000.000000,8.479869,8.479869,0.000000,8.479869,0.000000,500.312316
,1243,58,58000000.000000,8.479869,8.479869,0.000000,8.479869,0.000000,491.832458
,1244,59,59000000.000000,8.511913,8.511913,0.000000,8.511913,0.000000,502.202880
,1245,58,58000000.000000,7.790691,7.790691,0.000000,7.790691,0.000000,451.860107
,1246,60,60000000.000000,5.877250,5.877250,0.000000,5.877250,0.000000,352.635009
,1247,59,59000000.000000,314.317291,314.317291,0.000000,314.317291,0.000000,18544.720703
,1248,58,58000000.000000,24.946487,24.946487,0.000000,24.946487,0.000000,1446.896240
,1249,58,58000000.000000,17.267610,17.267610,0.000000,17.267610,0.000000,1001.521423
,1250,59,59000000.000000,11.946595,11.946595,0.000000,11.946595,0.000000,704.849121
,1251,57,57000000.000000,67.683807,67.683807,0.000000,67.683807,0.000000,3857.977050
,1252,58,58000000.000000,159.464080,159.464080,0.000000,159.464080,0.000000,9248.916992
,1253,57,57000000.000000,146.058822,146.058822,0.000000,146.058822,0.000000,8325.352539
,1254,59,59000000.000000,2558.209960,2558.209960,0.000000,2558.209960,0.000000,150934.390625
,1255,59,59000000.000000,4497.963378,4497.963378,0.000000,4497.963378,0.000000,265379.843750
,1256,59,59000000.000000,51.659034,51.659034,0.000000,51.659034,0.000000,3047.883056
,1257,59,59000000.000000,25.552299,25.552299,0.000000,25.552299,0.000000,1507.585693
,1258,57,57000000.000000,20.206062,20.206062,0.000000,20.206062,0.000000,1151.745605
,1259,59,59000000.000000,10.591512,10.591512,0.000000,10.591512,0.000000,624.899230
,1260,59,59000000.000000,8.479869,8.479869,0.000000,8.479869,0.000000,500.312316
,1261,58,58000000.000000,8.479869,8.479869,0.000000,8.479869,0.000000,491.832458
,1262,58,58000000.000000,8.639886,8.639886,0.000000,8.639886,0.000000,501.113433
,1263,57,57000000.000000,5.877250,5.877250,0.000000,5.877250,0.000000,335.003265
,1264,59,59000000.000000,25.672460,25.672460,0.000000,25.672460,0.000000,1514.675170
,1265,58,58000000.000000,77.995559,77.995559,0.000000,77.995559,0.000000,4523.742675
,1266,59,59000000.000000,21.433887,21.433887,0.000000,21.433887,0.000000,1264.599365
,1267,60,60000000.000000,22.119382,22.119382,0.000000,22.119382,0.000000,1327.162963
,1268,59,59000000.000000,20.287916,20.287916,0.000000,20.287916,0.000000,1196.987060
,1269,58,58000000.000000,102.946731,102.946731,0.000000,102.946731,0.000000,5970.910644
,1270,58,58000000.000000,184.042465,184.042465,0.000000,184.042465,0.000000,10674.462890
,1271,58,58000000.000000,2255.427001,2255.427001,0.000000,2255.427001,0.000000,130814.765625
,1272,59,59000000.000000,4872.037597,4872.037597,0.000000,4872.037597,0.000000,287450.218750
,1273,58,58000000.000000,2229.217285,2229.217285,0.000000,2229.217285,0.000000,129294.601562
,1274,59,59000000.000000,48.778099,48.778099,0.000000,48.778099,0.000000,2877.907958
,1275,58,58000000.000000,25.552299,25.552299,0.000000,25.552299,0.000000,1482.033325
,1276,58,58000000.000000,14.569434,14.569434,0.000000,14.569434,0.000000,845.027160
,1277,58,58000000.000000,9.329398,9.329398,0.000000,9.329398,0.000000,541.105102
,1278,59,59000000.000000,8.479869,8.479869,0.000000,8.479869,0.000000,500.312316
,1279,60,60000000.000000,8.519972,8.519972,0.000000,8.519972,0.000000,511.198364
,1280,59,59000000.000000,8.181487,8.181487,0.000000,8.181487,0.000000,482.707733
,1281,59,59000000.000000,12.744976,12.744976,0.000000,12.744976,0.000000,751.953613
,1282,62,62000000.000000,29.712299,29.712299,0.000000,29.712299,0.000000,1842.162597
,1283,64,64000000.000000,38.808399,38.808399,0.000000,38.808399,0.000000,2483.737548
,1284,63,63000000.000000,25.458200,25.458200,0.000000,25.458200,0.000000,1603.866577
,1285,62,62000000.000000,28.123022,28.123022,0.000000,28.123022,0.000000,1743.627319
,1286,62,62000000.000000,12.071580,12.071580,0.000000,12.071580,0.000000,748.437988
,1287,63,63000000.000000,57.385066,57.385066,0.000000,57.385066,0.000000,3615.259277
,1288,64,64000000.000000,194.813919,194.813919,0.000000,194.813919,0.000000,12468.090820
,1289,64,64000000.000000,189.786193,189.786193,0.000000,189.786193,0.000000,12146.316406
,1290,63,63000000.000000,3579.547607,3579.547607,0.000000,3579.547607,0.000000,225511.500000
,1291,62,62000000.000000,4908.899902,4908.899902,0.000000,4908.899902,0.000000,304351.781250
